學年度,代碼,學校名稱,公/私立,縣市名稱,鄉鎮市區名稱,地址,電話
113,064X62,臺中市太平區車籠埔國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區光隆里5鄰光明路10之2號,(04)22763928#770
113,064X58,臺中市太平區坪林國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區坪林里8鄰坪林路45號,(04)23927677#770
113,063K09,臺中市太平區宜欣國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區宜欣里6鄰新平路二段100號,(04)22701567#108
113,063K1G,臺中市太平區東平國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區成功里6鄰中興東路213號,(04)22767834#771
113,063K18,臺中市太平區長億國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區長億里23鄰太平三街295號,(04)22737653#800
113,064X54,臺中市太平區新平國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區新坪里20鄰樹孝路336巷9號,(04)23914533#771
113,063K0F,臺中市太平區頭汴國民小學附設幼兒園,公立,臺中市,太平區,[411]臺中市太平區頭汴里7鄰北田路20號,(04)22703129#732
113,064X7P,臺中市立太平幼兒園,公立,臺中市,太平區,[411]臺中市太平區福隆里12鄰光興路1463巷12號,(04)22758834
113,061XHZ,臺中市私立小宥宥幼兒園,私立,臺中市,太平區,[411]臺中市太平區長億里11鄰太平一街208號,(04)22766360
113,061XFS,臺中市私立小博士幼兒園,私立,臺中市,太平區,[411]臺中市太平區新吉里11鄰中山路3段6巷2號,(04)23914461
113,061XFR,臺中市私立小橡樹幼兒園,私立,臺中市,太平區,[411]臺中市太平區新興里1鄰樹德九街一二號,(04)23957738
113,061XFX,臺中市私立太平好兒美幼兒園,私立,臺中市,太平區,[411]臺中市太平區新高里10鄰立德街75-1號及77號,(04)23958499
113,061XFG,臺中市私立太平華興幼兒園,私立,臺中市,太平區,[411]臺中市太平區坪林里5鄰中山路二段一七巷一二號,(04)23920311
113,061K0E,臺中市私立尤麗卡幼兒園,私立,臺中市,太平區,[411]臺中市太平區新興里9鄰太順路900號1~3樓,(04)23958889
113,061XFU,臺中市私立正心幼兒園,私立,臺中市,太平區,[411]臺中市太平區成功里10鄰成功東路三九六號,(04)22752988
113,061XFV,臺中市私立禾沅幼兒園,私立,臺中市,太平區,[411]臺中市太平區光隆里5鄰光明路10之1號,(04)22735550
113,061XFW,臺中市私立全佑幼兒園,私立,臺中市,太平區,[411]臺中市太平區太平里26鄰永豐路三二七巷二之一號,(04)22754065
113,061X64,臺中市私立吉瑞福幼兒園,私立,臺中市,太平區,[411]臺中市太平區成功里6鄰東平路343號,(04)22797623
113,061X79,臺中市私立兒童世界幼兒園,私立,臺中市,太平區,[411]臺中市太平區宜佳里23鄰十甲路600號,(04)22734485
113,061XFP,臺中市私立宜欣幼兒園,私立,臺中市,太平區,[411]臺中市太平區宜佳里6鄰宜佳街八巷六號,(04)22771153
113,061XF7,臺中市私立東峰幼兒園,私立,臺中市,太平區,[411]臺中市太平區德隆里11鄰德隆路八二巷六六號,(04)22713900
113,061XF9,臺中市私立長憶幼兒園,私立,臺中市,太平區,[411]臺中市太平區永成里6鄰太平五街97號,(04)22792633
113,061XFA,臺中市私立哈佛幼兒園,私立,臺中市,太平區,[411]臺中市太平區永成里17鄰長億六街六六號,(04)22768007
113,061XFB,臺中市私立柏拉圖幼兒園,私立,臺中市,太平區,[411]臺中市太平區新城里18鄰樹孝路336巷7弄37號,(04)23928790
113,061XAH,臺中市私立紅蘋果幼兒園,私立,臺中市,太平區,[411]臺中市太平區永平里8鄰中平路廿六巷十七弄廿二號,(04)22751593
113,061XFC,臺中市私立美恩幼兒園,私立,臺中市,太平區,[411]臺中市太平區德隆里5鄰德明路一七三號,(04)22715732
113,061XAJ,臺中市私立英順幼兒園,私立,臺中市,太平區,[411]臺中市太平區中平里17鄰成功東路70巷58號1.2樓,(04)22786142
113,061XFY,臺中市私立彩森林幼兒園,私立,臺中市,太平區,[411]臺中市太平區成功里14鄰復興街98.100號,(04)22758185
113,061XH4,臺中市私立善文經典幼兒園,私立,臺中市,太平區,[411]臺中市太平區新城里18鄰樹孝路378號1.2.3樓,(04)23936283
113,061XHE,臺中市私立善言經典幼兒園,私立,臺中市,太平區,[411]臺中市太平區坪林里5鄰中山路二段57-1、57-2、57-3號,(04)23932818
113,061XFK,臺中市私立愛丁寶幼兒園,私立,臺中市,太平區,[411]臺中市太平區東平里14鄰東村路86號,(04)22704046
113,061XFL,臺中市私立愛門幼兒園,私立,臺中市,太平區,[411]臺中市太平區中政里10鄰中平路158巷1弄33號及中政里4鄰中興路55-20號,(04)22798347
113,061XFL-01,臺中市私立愛門幼兒園中平分班,私立,臺中市,太平區,[411]臺中市太平區中政里10鄰中平路158巷1弄5號,(04)22758306
113,061XH3,臺中市私立慈祐園幼兒園,私立,臺中市,太平區,[411]臺中市太平區豐年里16鄰大源19街28-6號1.2樓,(04)23923197
113,061XAF,臺中市私立聖來恩幼兒園,私立,臺中市,太平區,[411]臺中市太平區中平里14鄰中平路169之1號,(04)22768169
113,061XFZ,臺中市私立聖菲亞幼兒園,私立,臺中市,太平區,[411]臺中市太平區永平里3鄰建興北路十七巷一八號,(04)22751735
113,061K1S,臺中市私立葛蕾苨藝術人文幼兒園,私立,臺中市,太平區,[411]臺中市太平區光華里8鄰長安六街38號,(04)23933819
113,061K0V,臺中市私立福瑞斯特藝術幼兒園,私立,臺中市,太平區,[411]臺中市太平區宜佳里23鄰環中東路四段353號,(04)22733183
113,061XI2,臺中市私立精湛幼兒園,私立,臺中市,太平區,[411]臺中市太平區中興里8鄰大智街46及48號,(04)22708363
113,061K01,臺中市私立語晴幼兒園,私立,臺中市,太平區,[411]臺中市太平區建國里1鄰成功東路210號,(04)22777298
113,061XAI,臺中市私立學士堡幼兒園,私立,臺中市,太平區,[411]臺中市太平區新高里2鄰樹德路137巷61號,(04)23981769
113,061XHQ,臺中市私立寶貝熊幼兒園,私立,臺中市,太平區,[411]臺中市太平區豐年里1鄰大源一街6號1.2樓,(04)23932391
113,061K0Y,臺中市育賢非營利幼兒園(委託財團法人台灣兒童暨家庭扶助基金會辦理),私立,臺中市,太平區,[411]臺中市太平區新高里22鄰立文街88號,(04)23936214
113,061K0Z,臺中市建平非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),私立,臺中市,太平區,[411]臺中市太平區建國里23鄰精美路201號,(04)23510127
113,191K1Y,四季仁美教育事業股份有限公司附設臺中市私立仁美四季藝術幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁美里5鄰崇德十九路19號,(04)22410550
113,191Y35,四季北屯教育事業股份有限公司附設臺中市私立北屯四季藝術幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平和里4鄰旅順路一段208號,(04)22433333#504
113,191XBM,財團法人愛彌兒教育基金會附設臺中市私立旅順愛彌兒幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平陽里4鄰旅順路一段26號1、2、3樓,(04)22973253
113,191K0D,臺中市三光非營利幼兒園(委託財團法人宏觀文教基金會辦理),私立,臺中市,北屯區,[406]臺中市北屯區三光里17鄰三光一街77號,(04)22372216
113,191K1K,臺中市大德非營利幼兒園(委託財團法人三之三生命教育基金會辦理),私立,臺中市,北屯區,[406]臺中市北屯區大德里5鄰雷中街2-23號,(04)22950163
113,191K27,臺中市仁美非營利幼兒園(委託財團法人弘光科技大學設立之弘光科技大學辦理),私立,臺中市,北屯區,[406]臺中市北屯區仁美里19鄰崇德十二路500號,(04)24227781
113,191K0W,臺中市文昌非營利幼兒園(委託財團法人星光教育基金會辦理),私立,臺中市,北屯區,[406]臺中市北屯區平昌里8鄰昌平路一段91號,(04)22338339
113,193X24,臺中市北屯區大坑國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區大坑里8鄰東山路二段112號,(04)22390598
113,193K04,臺中市北屯區仁愛國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區仁愛里17鄰四平路71號,(04)22923861#124
113,193X31,臺中市北屯區文心國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區平和里2鄰文心路四段575號,(04)22445906#770
113,193X08,臺中市北屯區北屯國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區北京里7鄰進化北路2號,(04)22332110#900
113,193X20,臺中市北屯區四張犁國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區仁和里14鄰后庄路910號,(04)24227046#791
113,193K09,臺中市北屯區四維國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區平昌里1鄰文心路四段956號,(04)22302319#790
113,193K06,臺中市北屯區東光國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區東光里4鄰東光路926號,(04)24364911
113,193K0B,臺中市北屯區松竹國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區松和里26鄰昌平路二段12號,(04)22447043#717
113,193X3A,臺中市北屯區軍功國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區和平里20鄰軍福十三路300號,(04)24370696#772
113,193K08,臺中市北屯區新興國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區同榮里15鄰新興路20號,(04)24258514#770
113,193K07,臺中市北屯區僑孝國民小學附設幼兒園,公立,臺中市,北屯區,[406]臺中市北屯區舊社里13鄰北屯路435號,(04)22447049#770
113,191K28,臺中市四張犁非營利幼兒園(委託財團法人朝陽科技大學設立之朝陽科技大學辦理),私立,臺中市,北屯區,[406]臺中市北屯區同榮里3鄰豐樂路二段133號,(04)24214449
113,191XBO,臺中市私立一畝田幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區軍功里3鄰軍功路二段806號,(04)22397585
113,191X19,臺中市私立大吉幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區后庄里32鄰敦化路一段616號,(04)24258396
113,191XBN,臺中市私立小巨匠幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平心里6鄰旅順路二段100號,(04)22433788
113,191X80,臺中市私立小飛鼠幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區水湳里5鄰瀋陽北路37號,(04)22962686
113,191K1A,臺中市私立仁美愛子幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里17鄰山西北一街128號,(04)24227399
113,191Y26,臺中市私立天堂鳥幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松強里15鄰昌平路二段20-1號,(04)24223469
113,191K0O,臺中市私立太和幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區?子里3鄰軍福7路37號,(04)24368349
113,191X35,臺中市私立文太幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松和里8鄰松和街91號,(04)22451848
113,191X66,臺中市私立北屯吉貝兒幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松和里21鄰松竹路二段299號,(04)22449088
113,191XH7,臺中市私立北屯快樂城堡幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區和平里23鄰東山路1段363號,(04)22393688
113,191XF7,臺中市私立北屯格瑞特幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松茂里5鄰松竹北路236號1、2、3樓,(04)22413133
113,191XG3,臺中市私立北屯獅子王幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區水景里6鄰景和街169、171號,(04)24365032
113,191K1Z,臺中市私立北屯語林幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松強里5鄰山西路三段465號,(04)23696222
113,191Y16,臺中市私立史丹彿幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松安里28鄰興安路二段400號1~2樓,(04)22429122
113,191X84,臺中市私立吉兒寶幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平昌里9鄰天津路四段219號,(04)22380088
113,191XBL,臺中市私立育仟幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區軍功里18鄰軍和街87號,(04)24362355
113,191XBI,臺中市私立育華幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區?子里13鄰太和路一段58、60號,(04)23915443
113,191XBS,臺中市私立貝斯特幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平田里7鄰瀋陽路三段212號1、2樓,(04)22411470
113,191XF4,臺中市私立貝登堡幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區軍功里6鄰松竹路一段758號1至2樓,(04)22393455
113,191XG2,臺中市私立昌平渥德福幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁美里10鄰昌平路二段46-5號,(04)24225551
113,191K0X,臺中市私立松竹葳肯幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區舊社里29鄰松竹五路一段235號,(04)24375000
113,191XFF,臺中市私立芝加哥幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平和里5鄰瀋陽路二段133號1、2F,(04)22470407
113,191K1C,臺中市私立保進精英幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區?子里23鄰太順路222號,(04)24372279
113,191K26,臺中市私立哈波特幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里8鄰仁平街139號,(04)24366707
113,191XHB,臺中市私立娃得福幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區水景里1鄰松竹五路二段81號,(04)24373360
113,191K0K,臺中市私立春上樹幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區?子里13鄰太順東街60號,(04)24370470
113,191XFE,臺中市私立范德比幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區北屯里6鄰青島路4段219號1F,(04)22330665
113,191K02,臺中市私立夏卡爾幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里4鄰后庄路850號,(04)24213681
113,191XH8,臺中市私立悅心幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里16鄰豐樂北一路102號,(04)24212863
113,191K03,臺中市私立馬里蘭幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里26鄰山西北二街160號,(04)24211430
113,191K0F,臺中市私立崇德愛子幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里17鄰崇德九路617號,(04)24225777
113,191XBR,臺中市私立頂尖幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區仁和里16鄰豐樂北一路30號1、2、3樓,(04)24229455
113,191K25,臺中市私立菁華幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區后庄里23鄰洲際五街7號,(04)24269580
113,191X63,臺中市私立華盛頓幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平陽里10鄰河北路二段239號1~3樓,(04)22490665
113,191X68,臺中市私立華頓幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平陽里10鄰河北路二段245號,(04)22448309
113,191X75,臺中市私立陽光城堡幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區松安里15鄰崇德六路一段56號,(04)22425560
113,191XFD,臺中市私立愛兒園幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平心里10鄰瀋陽路3段173號,(04)22490199
113,191XFH,臺中市私立新福祿貝爾幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區同榮里34鄰更生巷190號1、2、3樓,(04)24268811
113,191XFA,臺中市私立聖彼得幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區和平里14鄰和福路179號1、2、3樓,(04)24360770
113,191K09,臺中市私立聖約克幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區三光里4鄰九龍東街35號1樓,(04)22355505
113,191Y36,臺中市私立葳肯幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區和平里20鄰軍功路一段750號,(04)36086558
113,191K1W,臺中市私立滿天星幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區同榮里11鄰豐樂北二路136號,(04)23161245
113,191XFG,臺中市私立親親幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區北京里23鄰北興街15號1、2樓,(04)22323035
113,191Y04,臺中市私立麗園幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區平安里19鄰北平路四段89-38號,(04)22337768#129
113,191K15,臺中市陳平非營利幼兒園(委託財團法人三之三生命教育基金會辦理),私立,臺中市,北屯區,[406]臺中市北屯區忠平里8鄰陳平路58號,(04)22930373
113,191K13,臺中市?子非營利幼兒園(委託財團法人中臺科技大學設立之中臺科技大學辦理),私立,臺中市,北屯區,[406]臺中市北屯區水景里9鄰和順路277號,(04)24351338
113,191XF0,臺中市臺中地區農會附設臺中市私立北屯幼兒園,私立,臺中市,北屯區,[406]臺中市北屯區北興里1鄰北屯路96號1、2、3樓,(04)22314580
113,191X77,私立育仁國民小學附設臺中市幼兒園,私立,臺中市,北區,[404]臺中市北區錦祥里20鄰雙十路二段50號,(04)22327675#1119
113,191XA6,財團法人愛彌兒教育基金會附設臺中市私立德化愛彌兒幼兒園,私立,臺中市,北區,[404]臺中市北區健行里20鄰德化街562號,(04)22028618
113,190X01,國立臺中教育大學附設實驗國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區中正里6鄰民族路282號,(04)22290341#201
113,191K0G,臺中市五權非營利幼兒園(委託財團法人星光教育基金會辦理),私立,臺中市,北區,[404]臺中市北區五常里10鄰英才路1號,(04)22021277
113,193X12,臺中市北區中華國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區明德里9鄰漢口路三段2號,(04)22979601#790
113,193X07,臺中市北區太平國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區錦平里16鄰太平路74號,(04)22248532#11
113,193X3C,臺中市北區立人國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區立人里19鄰北平路一段60號,(04)22956975#770
113,193X14,臺中市北區省三國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區建興里26鄰崇德路一段107號,(04)22346132
113,193X33,臺中市北區健行國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區健行里35鄰健行路666號,(04)22038064#800
113,193X13,臺中市北區篤行國民小學附設幼兒園,公立,臺中市,北區,[404]臺中市北區中達里5鄰篤行路321號,(04)22013483#790
113,191XGI,臺中市私立小孩的家幼兒園,私立,臺中市,北區,[404]臺中市北區頂厝里5鄰北興街266號,(04)22337011
113,191XCX,臺中市私立小羚羊幼兒園,私立,臺中市,北區,[404]臺中市北區建興里19鄰德化街242號1、2樓,(04)22387575
113,191X71,臺中市私立天津幼兒園,私立,臺中市,北區,[404]臺中市北區梅川里3鄰天津路二段192號,(04)22956590
113,191XCS,臺中市私立尤加利幼兒園,私立,臺中市,北區,[404]臺中市北區健行里10鄰華富街20巷15號1、2樓,(04)22053822
113,191XGU,臺中市私立巴比倫幼兒園,私立,臺中市,北區,[404]臺中市北區金華里10鄰雙十路二段40巷6號1、2、3樓,(04)22330883
113,191XCT,臺中市私立丘尼兒幼兒園,私立,臺中市,北區,[404]臺中市北區賴興里17鄰文昌東二街105號1、2樓,(04)22994641#9
113,191XCO,臺中市私立卡帕立人幼兒園,私立,臺中市,北區,[404]臺中市北區立人里2鄰陜西路92之3號1、2、3樓,(04)22956366
113,191XCY,臺中市私立吉立堡幼兒園,私立,臺中市,北區,[404]臺中市北區錦平里18鄰中華路二段195號1樓,(04)22068593
113,191XAB,臺中市私立安安幼兒園,私立,臺中市,北區,[404]臺中市北區建成里3鄰東成一街39號,(04)22368526
113,191X52,臺中市私立安君兒幼兒園,私立,臺中市,北區,[404]臺中市北區明德里27鄰太原六街11號,(04)22952566
113,191X04,臺中市私立作新幼兒園,私立,臺中市,北區,[404]臺中市北區錦村里9鄰自強一街53號,(04)23608371
113,191K0L,臺中市私立金像獎幼兒園,私立,臺中市,北區,[404]臺中市北區長青里10鄰陜西路23號,(04)22935999
113,191XCR,臺中市私立星世紀幼兒園,私立,臺中市,北區,[404]臺中市北區賴村里10鄰大德街161巷2號1、2樓,(04)22077155
113,191XAA,臺中市私立益華幼兒園,私立,臺中市,北區,[404]臺中市北區金龍里9鄰益華街77號,(04)22307212
113,191Y13,臺中市私立奧克蘭幼兒園,私立,臺中市,北區,[404]臺中市北區賴福里17鄰太原路二段50號1~3樓,(04)22082430#500
113,191XD1,臺中市私立瑞比特幼兒園,私立,臺中市,北區,[404]臺中市北區長青里10鄰陜西路59號1樓,(04)22936033
113,191Y12,臺中市私立葳格幼兒園,私立,臺中市,北區,[404]臺中市北區健行里37鄰忠明路494號,(04)22036886#310
113,191Y11,臺中市私立葳薾幼兒園,私立,臺中市,北區,[404]臺中市北區賴厝里10鄰東漢街1、3號,(04)22303588#124
113,191XCW,臺中市私立誠悅蒙特梭利幼兒園,私立,臺中市,北區,[404]臺中市北區梅川里11鄰永興街337號1、2、3樓,(04)22317321
113,191XAD,臺中市私立維也納幼兒園,私立,臺中市,北區,[404]臺中市北區明德里5鄰忠明路193號1、2樓,(04)22070102
113,191XGN,臺中市私立學兒樂幼兒園,私立,臺中市,北區,[404]臺中市北區建興里24鄰梅亭街198號1、2樓,(04)22336216
113,191XCU,臺中市私立寶貝袋鼠幼兒園,私立,臺中市,北區,[404]臺中市北區錦祥里11鄰育強街112號1樓,(04)22373363
113,191K1J,臺中市雙十非營利幼兒園(委託財團法人三之三生命教育基金會辦理),私立,臺中市,北區,[404]臺中市北區樂英里6鄰力行路258號,(04)22370929
113,191K1D,顥澤股份有限公司附設臺中市私立愛爾瑪幼兒園,私立,臺中市,北區,[404]臺中市北區錦村里27鄰興進路67號,(04)23606689
113,064X68,臺中市外埔區水美國民小學附設幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區水美里15鄰二崁路390巷63號,(04)26876508
113,064X11,臺中市外埔區外埔國民小學附設幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區大同里3鄰外埔路878號,(04)26832865#716
113,063K0Q,臺中市外埔區安定國民小學附設幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區土城里9鄰土城西路55號,(04)26831446#220
113,063K0P,臺中市外埔區馬鳴國民小學附設幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區中山里2鄰東西巷13號,(04)26834114#213
113,063K0Z,臺中市外埔區鐵山國民小學附設幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區鐵山里11鄰長生路576號,(04)26835033#735
113,064X7J,臺中市立外埔幼兒園,公立,臺中市,外埔區,[438]臺中市外埔區大東里8鄰大馬路373號,(04)26834803
113,061XE8,臺中市私立欣達幼兒園,私立,臺中市,外埔區,[438]臺中市外埔區永豐里10鄰六分路123之1號,(04)26839992
113,064X38,臺中市石岡區土牛國民小學附設幼兒園,公立,臺中市,石岡區,[422]臺中市石岡區土牛里10鄰豐勢路308號,(04)25816043#601
113,064X37,臺中市石岡區石岡國民小學附設幼兒園,公立,臺中市,石岡區,[422]臺中市石岡區石岡里2鄰石岡街123號,(04)25724313#701
113,064X7I,臺中市立石岡幼兒園,公立,臺中市,石岡區,[422]臺中市石岡區梅子里11鄰豐勢路梅子巷65之12號,(04)25824069
113,061XE6,臺中市私立幼欣幼兒園,私立,臺中市,石岡區,[422]臺中市石岡區梅子里7鄰豐勢路梅子巷四○之一號,(04)25818306
113,061K1O,臺中市內埔非營利幼兒園(委託財團法人臺中市健康全人教育基金會辦理),私立,臺中市,后里區,[421]臺中市后里區墩東里14鄰文化路30號,(04)25583585
113,064X7D,臺中市立后里幼兒園,公立,臺中市,后里區,[421]臺中市后里區墩北里6鄰三光路95號,(04)25579233#28
113,064X7D-05,臺中市立后里幼兒園公館分班,公立,臺中市,后里區,[421]臺中市后里區公館里3鄰三豐路五段352巷157號,(04)25575762
113,064X7D-06,臺中市立后里幼兒園太平聯合分班,公立,臺中市,后里區,[421]臺中市后里區太平里10鄰四月路23之6號,(04)25563967
113,064X7D-02,臺中市立后里幼兒園義里分班,公立,臺中市,后里區,[421]臺中市后里區義里里10鄰甲后路一段77號,(04)25578753
113,061K15,臺中市后里非營利幼兒園(委託財團法人臺中市健康全人教育基金會辦理),私立,臺中市,后里區,[421]臺中市后里區眉山里3鄰中眉路169號,(04)25581336
113,064X47,臺中市后里區月眉國民小學附設幼兒園,公立,臺中市,后里區,[421]臺中市后里區眉山里8鄰甲后路二段588號,(04)25561487#780
113,063K0U,臺中市后里區泰安國民小學附設幼兒園,公立,臺中市,后里區,[421]臺中市后里區泰安里2鄰安眉路5號,(04)25562364#212
113,061X42,臺中市私立一德幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩北里13鄰九甲六路672號,(04)25560337
113,061XCN,臺中市私立小幼優幼兒園,私立,臺中市,后里區,[421]臺中市后里區義里里17鄰甲后路一段197巷26號,(04)25587919
113,061XCQ,臺中市私立日月昇幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩東里15鄰福德路174巷18號1、2、3樓,(04)25577911
113,061X9O,臺中市私立后里三采幼兒園,私立,臺中市,后里區,[421]臺中市后里區泰安里10鄰福美路5之8號1、2樓,(04)25590728
113,061X9R,臺中市私立艾迪生幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩北里4鄰三光路56號1樓,(04)25580184
113,061XCO,臺中市私立來來幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩南里6鄰公安路一段58號,(04)25571617
113,061XHP,臺中市私立彼得堡幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩西里4鄰南村路427-1號1、2、3樓,(04)25587897
113,061K04,臺中市私立欣來來藝術幼兒園,私立,臺中市,后里區,[421]臺中市后里區中和里12鄰公安路147-18號1樓,(04)25585552
113,061XCK,臺中市私立唐森幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩東里25鄰福德路182號1、2、3、樓,(04)25565686
113,061K03,臺中市私立挪威森林幼兒園,私立,臺中市,后里區,[421]臺中市后里區中和里2鄰大圳路257號,(04)25586670
113,061XCL,臺中市私立神奇寶貝幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩北里9鄰文化路76巷11號1、2、3樓,(04)25586208
113,061K1A,臺中市私立彩虹森林幼兒園,私立,臺中市,后里區,[421]臺中市后里區墩西里8鄰中正路76號,(04)25586679
113,191K1X,大都會文教事業有限公司附設臺中市私立大都會探索幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區龍潭里6鄰龍富路五段199號,(04)22559333#121
113,191X9B,四季西屯教育事業股份有限公司附設臺中市私立西屯四季藝術幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區上安里5鄰上安路89號,(04)27068000
113,191XAF,財團法人中華基督教水湳浸信會附設臺中市私立宏恩幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區大福里18鄰中清路二段213號,(04)22977405
113,191X60,財團法人東海大學附屬高級中等學校附設臺中市幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區福恩里17鄰臺灣大道四段1727號,(04)23590268
113,191X90,財團法人華盛頓文教基金會附設臺中市私立市政幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區惠來里37鄰惠文五街65號,(04)22580638
113,191XAZ,財團法人愛彌兒教育基金會附設臺中市私立逢甲愛彌兒幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區至善里6鄰逢甲路251號1、2、3樓,(04)27026781
113,191K1B,財團法人愛彌兒教育基金會附設臺中市私立愛彌兒慎齋幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區廣福里10鄰中科路1329號,(04)24525321
113,191XDR,財團法人福智文教基金會附設臺中市私立妙慧幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區何厝里2鄰何厝街6巷19號,(04)23116799
113,191XAE,財團法人臺灣省臺中市水湳佛教蓮社附設臺中市私立慈蓮幼兒園,私立,臺中市,西屯區,[407]臺中市西屯區大福里4鄰大鵬路57號,(04)22913622
113,191K1L,臺中市中山非營利幼兒園(委託財團法人三之三生命教育基金會辦理),私立,臺中市,西屯區,[407]臺中市西屯區何德里22鄰寧夏路179號,(04)23156882
113,191K0U,臺中市安和非營利幼兒園(委託財團法人宏觀文教基金會辦理),私立,臺中市,西屯區,[407]臺中市西屯區福和里19鄰天助街1號,(04)23585560
